"StichtagDatJahr","StatZoneSort","StatZoneLang","QuarSort","QuarLang","KreisSort","HerkunftSort","KonOGDSort","KonOGDKurz","AnzBestWir"
2007,7104,"Hochstrasse",71,"Fluntern",7,2,2,"RK",93
2007,7104,"Hochstrasse",71,"Fluntern",7,2,4,"andere Konf.",135
2007,7105,"Platte",71,"Fluntern",7,1,1,"EV-REF",414
2007,7105,"Platte",71,"Fluntern",7,1,2,"RK",266
2007,7105,"Platte",71,"Fluntern",7,1,4,"andere Konf.",341
2007,7105,"Platte",71,"Fluntern",7,2,1,"EV-REF",61
2007,7105,"Platte",71,"Fluntern",7,2,2,"RK",161
2007,7105,"Platte",71,"Fluntern",7,2,4,"andere Konf.",239
2007,7106,"Zoo",71,"Fluntern",7,1,1,"EV-REF",110
2007,7106,"Zoo",71,"Fluntern",7,1,2,"RK",43
2007,7106,"Zoo",71,"Fluntern",7,1,4,"andere Konf.",94
2007,7106,"Zoo",71,"Fluntern",7,2,1,"EV-REF",6
2007,7106,"Zoo",71,"Fluntern",7,2,2,"RK",26
2007,7106,"Zoo",71,"Fluntern",7,2,4,"andere Konf.",28
2007,7201,"Dolder",72,"Hottingen",7,1,1,"EV-REF",34
2007,7201,"Dolder",72,"Hottingen",7,1,2,"RK",19
2007,7201,"Dolder",72,"Hottingen",7,1,4,"andere Konf.",57
2007,7201,"Dolder",72,"Hottingen",7,2,1,"EV-REF",2
2007,7201,"Dolder",72,"Hottingen",7,2,2,"RK",19
2007,7201,"Dolder",72,"Hottingen",7,2,4,"andere Konf.",44
2007,7202,"Sonnenberg",72,"Hottingen",7,1,1,"EV-REF",212
2007,7202,"Sonnenberg",72,"Hottingen",7,1,2,"RK",133
2007,7202,"Sonnenberg",72,"Hottingen",7,1,4,"andere Konf.",196
2007,7202,"Sonnenberg",72,"Hottingen",7,2,1,"EV-REF",43
2007,7202,"Sonnenberg",72,"Hottingen",7,2,2,"RK",89
2007,7202,"Sonnenberg",72,"Hottingen",7,2,4,"andere Konf.",123
2007,7203,"Doldertal",72,"Hottingen",7,1,1,"EV-REF",267
2007,7203,"Doldertal",72,"Hottingen",7,1,2,"RK",194
2007,7203,"Doldertal",72,"Hottingen",7,1,4,"andere Konf.",248
2007,7203,"Doldertal",72,"Hottingen",7,2,1,"EV-REF",41
2007,7203,"Doldertal",72,"Hottingen",7,2,2,"RK",72
2007,7203,"Doldertal",72,"Hottingen",7,2,4,"andere Konf.",237
2007,7204,"Kantonsschule",72,"Hottingen",7,1,1,"EV-REF",716
2007,7204,"Kantonsschule",72,"Hottingen",7,1,2,"RK",472
2007,7204,"Kantonsschule",72,"Hottingen",7,1,4,"andere Konf.",681
2007,7204,"Kantonsschule",72,"Hottingen",7,2,1,"EV-REF",112
2007,7204,"Kantonsschule",72,"Hottingen",7,2,2,"RK",164
2007,7204,"Kantonsschule",72,"Hottingen",7,2,4,"andere Konf.",273
2007,7205,"Merkurplatz",72,"Hottingen",7,1,1,"EV-REF",748
2007,7205,"Merkurplatz",72,"Hottingen",7,1,2,"RK",429
2007,7205,"Merkurplatz",72,"Hottingen",7,1,4,"andere Konf.",612
2007,7205,"Merkurplatz",72,"Hottingen",7,2,1,"EV-REF",82
2007,7205,"Merkurplatz",72,"Hottingen",7,2,2,"RK",161
2007,7205,"Merkurplatz",72,"Hottingen",7,2,4,"andere Konf.",291
2007,7206,"Carmenstrasse",72,"Hottingen",7,1,1,"EV-REF",341
2007,7206,"Carmenstrasse",72,"Hottingen",7,1,2,"RK",219
2007,7206,"Carmenstrasse",72,"Hottingen",7,1,4,"andere Konf.",341
2007,7206,"Carmenstrasse",72,"Hottingen",7,2,1,"EV-REF",58
2007,7206,"Carmenstrasse",72,"Hottingen",7,2,2,"RK",125
2007,7206,"Carmenstrasse",72,"Hottingen",7,2,4,"andere Konf.",206
2007,7207,"Eidmattstrasse",72,"Hottingen",7,1,1,"EV-REF",635
2007,7207,"Eidmattstrasse",72,"Hottingen",7,1,2,"RK",446
2007,7207,"Eidmattstrasse",72,"Hottingen",7,1,4,"andere Konf.",607
2007,7207,"Eidmattstrasse",72,"Hottingen",7,2,1,"EV-REF",60
2007,7207,"Eidmattstrasse",72,"Hottingen",7,2,2,"RK",155
2007,7207,"Eidmattstrasse",72,"Hottingen",7,2,4,"andere Konf.",320
2007,7301,"Degenried",73,"Hirslanden",7,1,1,"EV-REF",445
2007,7301,"Degenried",73,"Hirslanden",7,1,2,"RK",254
2007,7301,"Degenried",73,"Hirslanden",7,1,4,"andere Konf.",348
2007,7301,"Degenried",73,"Hirslanden",7,2,1,"EV-REF",57
2007,7301,"Degenried",73,"Hirslanden",7,2,2,"RK",105
2007,7301,"Degenried",73,"Hirslanden",7,2,4,"andere Konf.",181
2007,7302,"Klus",73,"Hirslanden",7,1,1,"EV-REF",739
2007,7302,"Klus",73,"Hirslanden",7,1,2,"RK",473
2007,7302,"Klus",73,"Hirslanden",7,1,4,"andere Konf.",541
2007,7302,"Klus",73,"Hirslanden",7,2,1,"EV-REF",73
2007,7302,"Klus",73,"Hirslanden",7,2,2,"RK",157
2007,7302,"Klus",73,"Hirslanden",7,2,4,"andere Konf.",249
2007,7303,"Hegibach",73,"Hirslanden",7,1,1,"EV-REF",1105
2007,7303,"Hegibach",73,"Hirslanden",7,1,2,"RK",713
2007,7303,"Hegibach",73,"Hirslanden",7,1,4,"andere Konf.",874
2007,7303,"Hegibach",73,"Hirslanden",7,2,1,"EV-REF",80
2007,7303,"Hegibach",73,"Hirslanden",7,2,2,"RK",238
2007,7303,"Hegibach",73,"Hirslanden",7,2,4,"andere Konf.",345
2007,7401,"Buchzelgstrasse",74,"Witikon",7,1,1,"EV-REF",933
2007,7401,"Buchzelgstrasse",74,"Witikon",7,1,2,"RK",631
2007,7401,"Buchzelgstrasse",74,"Witikon",7,1,4,"andere Konf.",562
2007,7401,"Buchzelgstrasse",74,"Witikon",7,2,1,"EV-REF",54
2007,7401,"Buchzelgstrasse",74,"Witikon",7,2,2,"RK",170
2007,7401,"Buchzelgstrasse",74,"Witikon",7,2,4,"andere Konf.",232
2007,7402,"Carl Spitteler-Strasse",74,"Witikon",7,1,1,"EV-REF",719
2007,7402,"Carl Spitteler-Strasse",74,"Witikon",7,1,2,"RK",394
2007,7402,"Carl Spitteler-Strasse",74,"Witikon",7,1,4,"andere Konf.",458
2007,7402,"Carl Spitteler-Strasse",74,"Witikon",7,2,1,"EV-REF",54
2007,7402,"Carl Spitteler-Strasse",74,"Witikon",7,2,2,"RK",99
2007,7402,"Carl Spitteler-Strasse",74,"Witikon",7,2,4,"andere Konf.",191
2007,7403,"Eierbrecht",74,"Witikon",7,1,1,"EV-REF",576
2007,7403,"Eierbrecht",74,"Witikon",7,1,2,"RK",320
2007,7403,"Eierbrecht",74,"Witikon",7,1,4,"andere Konf.",391
2007,7403,"Eierbrecht",74,"Witikon",7,2,1,"EV-REF",29
2007,7403,"Eierbrecht",74,"Witikon",7,2,2,"RK",97
2007,7403,"Eierbrecht",74,"Witikon",7,2,4,"andere Konf.",130
2007,7404,"Loorenstrasse",74,"Witikon",7,1,1,"EV-REF",207
2007,7404,"Loorenstrasse",74,"Witikon",7,1,2,"RK",131
2007,7404,"Loorenstrasse",74,"Witikon",7,1,4,"andere Konf.",116
2007,7404,"Loorenstrasse",74,"Witikon",7,2,1,"EV-REF",22
2007,7404,"Loorenstrasse",74,"Witikon",7,2,2,"RK",53
2007,7404,"Loorenstrasse",74,"Witikon",7,2,4,"andere Konf.",138
2007,7405,"Glockenacker",74,"Witikon",7,1,1,"EV-REF",289
2007,7405,"Glockenacker",74,"Witikon",7,1,2,"RK",247
2007,7405,"Glockenacker",74,"Witikon",7,1,4,"andere Konf.",210
2007,7405,"Glockenacker",74,"Witikon",7,2,1,"EV-REF",22
2007,7405,"Glockenacker",74,"Witikon",7,2,2,"RK",108
2007,7405,"Glockenacker",74,"Witikon",7,2,4,"andere Konf.",115
2007,7406,"Kienastenwies",74,"Witikon",7,1,1,"EV-REF",523
2007,7406,"Kienastenwies",74,"Witikon",7,1,2,"RK",291
2007,7406,"Kienastenwies",74,"Witikon",7,1,4,"andere Konf.",299
2007,7406,"Kienastenwies",74,"Witikon",7,2,1,"EV-REF",28
2007,7406,"Kienastenwies",74,"Witikon",7,2,2,"RK",90
2007,7406,"Kienastenwies",74,"Witikon",7,2,4,"andere Konf.",133
2007,7407,"Wiesliacher",74,"Witikon",7,1,1,"EV-REF",401
2007,7407,"Wiesliacher",74,"Witikon",7,1,2,"RK",255
2007,7407,"Wiesliacher",74,"Witikon",7,1,4,"andere Konf.",273
2007,7407,"Wiesliacher",74,"Witikon",7,2,1,"EV-REF",29
2007,7407,"Wiesliacher",74,"Witikon",7,2,2,"RK",33
2007,7407,"Wiesliacher",74,"Witikon",7,2,4,"andere Konf.",74
2007,8101,"Seebad Utoquai",81,"Seefeld",8,1,1,"EV-REF",273
2007,8101,"Seebad Utoquai",81,"Seefeld",8,1,2,"RK",239
2007,8101,"Seebad Utoquai",81,"Seefeld",8,1,4,"andere Konf.",333
2007,8101,"Seebad Utoquai",81,"Seefeld",8,2,1,"EV-REF",48
2007,8101,"Seebad Utoquai",81,"Seefeld",8,2,2,"RK",161
2007,8101,"Seebad Utoquai",81,"Seefeld",8,2,4,"andere Konf.",233
2007,8102,"Bellerive",81,"Seefeld",8,1,1,"EV-REF",561
2007,8102,"Bellerive",81,"Seefeld",8,1,2,"RK",411
2007,8102,"Bellerive",81,"Seefeld",8,1,4,"andere Konf.",425
2007,8102,"Bellerive",81,"Seefeld",8,2,1,"EV-REF",53
2007,8102,"Bellerive",81,"Seefeld",8,2,2,"RK",168
2007,8102,"Bellerive",81,"Seefeld",8,2,4,"andere Konf.",340
2007,8103,"Tiefenbrunnen",81,"Seefeld",8,1,1,"EV-REF",397
2007,8103,"Tiefenbrunnen",81,"Seefeld",8,1,2,"RK",318
2007,8103,"Tiefenbrunnen",81,"Seefeld",8,1,4,"andere Konf.",448
2007,8103,"Tiefenbrunnen",81,"Seefeld",8,2,1,"EV-REF",46
2007,8103,"Tiefenbrunnen",81,"Seefeld",8,2,2,"RK",163
2007,8103,"Tiefenbrunnen",81,"Seefeld",8,2,4,"andere Konf.",303
2007,8201,"Kreuzstrasse",82,"Mühlebach",8,1,1,"EV-REF",479
2007,8201,"Kreuzstrasse",82,"Mühlebach",8,1,2,"RK",372
2007,8201,"Kreuzstrasse",82,"Mühlebach",8,1,4,"andere Konf.",452
2007,8201,"Kreuzstrasse",82,"Mühlebach",8,2,1,"EV-REF",76
2007,8201,"Kreuzstrasse",82,"Mühlebach",8,2,2,"RK",182
2007,8201,"Kreuzstrasse",82,"Mühlebach",8,2,4,"andere Konf.",375
2007,8202,"Gemeinschaftszentrum",82,"Mühlebach",8,1,1,"EV-REF",263
2007,8202,"Gemeinschaftszentrum",82,"Mühlebach",8,1,2,"RK",204
2007,8202,"Gemeinschaftszentrum",82,"Mühlebach",8,1,4,"andere Konf.",214
2007,8202,"Gemeinschaftszentrum",82,"Mühlebach",8,2,1,"EV-REF",39
2007,8202,"Gemeinschaftszentrum",82,"Mühlebach",8,2,2,"RK",111
2007,8202,"Gemeinschaftszentrum",82,"Mühlebach",8,2,4,"andere Konf.",157
2007,8203,"Wildbachstrasse",82,"Mühlebach",8,1,1,"EV-REF",494
2007,8203,"Wildbachstrasse",82,"Mühlebach",8,1,2,"RK",334
2007,8203,"Wildbachstrasse",82,"Mühlebach",8,1,4,"andere Konf.",481
2007,8203,"Wildbachstrasse",82,"Mühlebach",8,2,1,"EV-REF",39
2007,8203,"Wildbachstrasse",82,"Mühlebach",8,2,2,"RK",116
2007,8203,"Wildbachstrasse",82,"Mühlebach",8,2,4,"andere Konf.",208
2007,8204,"Mühle",82,"Mühlebach",8,1,1,"EV-REF",283
2007,8204,"Mühle",82,"Mühlebach",8,1,2,"RK",212
2007,8204,"Mühle",82,"Mühlebach",8,1,4,"andere Konf.",268
2007,8204,"Mühle",82,"Mühlebach",8,2,1,"EV-REF",19
2007,8204,"Mühle",82,"Mühlebach",8,2,2,"RK",76
2007,8204,"Mühle",82,"Mühlebach",8,2,4,"andere Konf.",113
2007,8301,"Neumünster",83,"Weinegg",8,1,1,"EV-REF",198
2007,8301,"Neumünster",83,"Weinegg",8,1,2,"RK",116
2007,8301,"Neumünster",83,"Weinegg",8,1,4,"andere Konf.",101
2007,8301,"Neumünster",83,"Weinegg",8,2,1,"EV-REF",12
2007,8301,"Neumünster",83,"Weinegg",8,2,2,"RK",52
2007,8301,"Neumünster",83,"Weinegg",8,2,4,"andere Konf.",66
2007,8302,"Botanischer Garten",83,"Weinegg",8,1,1,"EV-REF",156
2007,8302,"Botanischer Garten",83,"Weinegg",8,1,2,"RK",116
2007,8302,"Botanischer Garten",83,"Weinegg",8,1,4,"andere Konf.",205
2007,8302,"Botanischer Garten",83,"Weinegg",8,2,1,"EV-REF",29
2007,8302,"Botanischer Garten",83,"Weinegg",8,2,2,"RK",61
2007,8302,"Botanischer Garten",83,"Weinegg",8,2,4,"andere Konf.",87
2007,8303,"Burghölzli",83,"Weinegg",8,1,1,"EV-REF",515
2007,8303,"Burghölzli",83,"Weinegg",8,1,2,"RK",369
2007,8303,"Burghölzli",83,"Weinegg",8,1,4,"andere Konf.",439
2007,8303,"Burghölzli",83,"Weinegg",8,2,1,"EV-REF",59
2007,8303,"Burghölzli",83,"Weinegg",8,2,2,"RK",159
2007,8303,"Burghölzli",83,"Weinegg",8,2,4,"andere Konf.",206
2007,8304,"Rehalp",83,"Weinegg",8,1,1,"EV-REF",530
2007,8304,"Rehalp",83,"Weinegg",8,1,2,"RK",396
2007,8304,"Rehalp",83,"Weinegg",8,1,4,"andere Konf.",433
2007,8304,"Rehalp",83,"Weinegg",8,2,1,"EV-REF",71
2007,8304,"Rehalp",83,"Weinegg",8,2,2,"RK",243
2007,8304,"Rehalp",83,"Weinegg",8,2,4,"andere Konf.",325
2007,9101,"Brünneliacker",91,"Albisrieden",9,1,1,"EV-REF",341
2007,9101,"Brünneliacker",91,"Albisrieden",9,1,2,"RK",330
2007,9101,"Brünneliacker",91,"Albisrieden",9,1,4,"andere Konf.",263
2007,9101,"Brünneliacker",91,"Albisrieden",9,2,1,"EV-REF",19
2007,9101,"Brünneliacker",91,"Albisrieden",9,2,2,"RK",74
2007,9101,"Brünneliacker",91,"Albisrieden",9,2,4,"andere Konf.",96
2007,9102,"In den Rütenen",91,"Albisrieden",9,1,1,"EV-REF",470
2007,9102,"In den Rütenen",91,"Albisrieden",9,1,2,"RK",380
2007,9102,"In den Rütenen",91,"Albisrieden",9,1,4,"andere Konf.",405
2007,9102,"In den Rütenen",91,"Albisrieden",9,2,1,"EV-REF",27
2007,9102,"In den Rütenen",91,"Albisrieden",9,2,2,"RK",173
2007,9102,"In den Rütenen",91,"Albisrieden",9,2,4,"andere Konf.",254
2007,9103,"Bockhornstrasse",91,"Albisrieden",9,1,1,"EV-REF",388
2007,9103,"Bockhornstrasse",91,"Albisrieden",9,1,2,"RK",297
2007,9103,"Bockhornstrasse",91,"Albisrieden",9,1,4,"andere Konf.",319
2007,9103,"Bockhornstrasse",91,"Albisrieden",9,2,1,"EV-REF",18
2007,9103,"Bockhornstrasse",91,"Albisrieden",9,2,2,"RK",105
2007,9103,"Bockhornstrasse",91,"Albisrieden",9,2,4,"andere Konf.",139
2007,9104,"Zollfreilager",91,"Albisrieden",9,1,1,"EV-REF",714
2007,9104,"Zollfreilager",91,"Albisrieden",9,1,2,"RK",556
2007,9104,"Zollfreilager",91,"Albisrieden",9,1,4,"andere Konf.",472
2007,9104,"Zollfreilager",91,"Albisrieden",9,2,1,"EV-REF",45
2007,9104,"Zollfreilager",91,"Albisrieden",9,2,2,"RK",216
2007,9104,"Zollfreilager",91,"Albisrieden",9,2,4,"andere Konf.",292
2007,9105,"In der Ey",91,"Albisrieden",9,1,1,"EV-REF",958
2007,9105,"In der Ey",91,"Albisrieden",9,1,2,"RK",768
2007,9105,"In der Ey",91,"Albisrieden",9,1,4,"andere Konf.",736
2007,9105,"In der Ey",91,"Albisrieden",9,2,1,"EV-REF",63
2007,9105,"In der Ey",91,"Albisrieden",9,2,2,"RK",374
2007,9105,"In der Ey",91,"Albisrieden",9,2,4,"andere Konf.",313
2007,9106,"Mühlezelgstrasse",91,"Albisrieden",9,1,1,"EV-REF",434
2007,9106,"Mühlezelgstrasse",91,"Albisrieden",9,1,2,"RK",426
2007,9106,"Mühlezelgstrasse",91,"Albisrieden",9,1,4,"andere Konf.",365
2007,9106,"Mühlezelgstrasse",91,"Albisrieden",9,2,1,"EV-REF",32
2007,9106,"Mühlezelgstrasse",91,"Albisrieden",9,2,2,"RK",162
2007,9106,"Mühlezelgstrasse",91,"Albisrieden",9,2,4,"andere Konf.",257
2007,9107,"Letzigraben",91,"Albisrieden",9,1,1,"EV-REF",281
2007,9107,"Letzigraben",91,"Albisrieden",9,1,2,"RK",286
2007,9107,"Letzigraben",91,"Albisrieden",9,1,4,"andere Konf.",348
2007,9107,"Letzigraben",91,"Albisrieden",9,2,1,"EV-REF",19
2007,9107,"Letzigraben",91,"Albisrieden",9,2,2,"RK",153
2007,9107,"Letzigraben",91,"Albisrieden",9,2,4,"andere Konf.",248
2007,9108,"Sackzelg",91,"Albisrieden",9,1,1,"EV-REF",260
2007,9108,"Sackzelg",91,"Albisrieden",9,1,2,"RK",211
2007,9108,"Sackzelg",91,"Albisrieden",9,1,4,"andere Konf.",149
2007,9108,"Sackzelg",91,"Albisrieden",9,2,1,"EV-REF",6
2007,9108,"Sackzelg",91,"Albisrieden",9,2,2,"RK",84
2007,9108,"Sackzelg",91,"Albisrieden",9,2,4,"andere Konf.",67
2007,9109,"Espenhof",91,"Albisrieden",9,1,1,"EV-REF",1170
2007,9109,"Espenhof",91,"Albisrieden",9,1,2,"RK",949
2007,9109,"Espenhof",91,"Albisrieden",9,1,4,"andere Konf.",876
2007,9109,"Espenhof",91,"Albisrieden",9,2,1,"EV-REF",82
2007,9109,"Espenhof",91,"Albisrieden",9,2,2,"RK",508
2007,9109,"Espenhof",91,"Albisrieden",9,2,4,"andere Konf.",549
2007,9201,"Dunkelhölzli",92,"Altstetten",9,1,1,"EV-REF",952
2007,9201,"Dunkelhölzli",92,"Altstetten",9,1,2,"RK",794
2007,9201,"Dunkelhölzli",92,"Altstetten",9,1,4,"andere Konf.",496
2007,9201,"Dunkelhölzli",92,"Altstetten",9,2,1,"EV-REF",29
2007,9201,"Dunkelhölzli",92,"Altstetten",9,2,2,"RK",257
2007,9201,"Dunkelhölzli",92,"Altstetten",9,2,4,"andere Konf.",223
2007,9202,"Loogarten",92,"Altstetten",9,1,1,"EV-REF",509
2007,9202,"Loogarten",92,"Altstetten",9,1,2,"RK",513
2007,9202,"Loogarten",92,"Altstetten",9,1,4,"andere Konf.",530
2007,9202,"Loogarten",92,"Altstetten",9,2,1,"EV-REF",39
2007,9202,"Loogarten",92,"Altstetten",9,2,2,"RK",391
2007,9202,"Loogarten",92,"Altstetten",9,2,4,"andere Konf.",393
2007,9203,"Eichbühl",92,"Altstetten",9,1,1,"EV-REF",492
2007,9203,"Eichbühl",92,"Altstetten",9,1,2,"RK",428
2007,9203,"Eichbühl",92,"Altstetten",9,1,4,"andere Konf.",481
2007,9203,"Eichbühl",92,"Altstetten",9,2,1,"EV-REF",34
2007,9203,"Eichbühl",92,"Altstetten",9,2,2,"RK",271
2007,9203,"Eichbühl",92,"Altstetten",9,2,4,"andere Konf.",302
2007,9204,"Buchlern",92,"Altstetten",9,1,1,"EV-REF",776
2007,9204,"Buchlern",92,"Altstetten",9,1,2,"RK",631
2007,9204,"Buchlern",92,"Altstetten",9,1,4,"andere Konf.",579
2007,9204,"Buchlern",92,"Altstetten",9,2,1,"EV-REF",50
2007,9204,"Buchlern",92,"Altstetten",9,2,2,"RK",333
2007,9204,"Buchlern",92,"Altstetten",9,2,4,"andere Konf.",338
2007,9205,"Dachslern",92,"Altstetten",9,1,1,"EV-REF",509
2007,9205,"Dachslern",92,"Altstetten",9,1,2,"RK",389
2007,9205,"Dachslern",92,"Altstetten",9,1,4,"andere Konf.",387
2007,9205,"Dachslern",92,"Altstetten",9,2,1,"EV-REF",53
2007,9205,"Dachslern",92,"Altstetten",9,2,2,"RK",290
2007,9205,"Dachslern",92,"Altstetten",9,2,4,"andere Konf.",335
2007,9206,"Bachmatt",92,"Altstetten",9,1,1,"EV-REF",447
2007,9206,"Bachmatt",92,"Altstetten",9,1,2,"RK",466
2007,9206,"Bachmatt",92,"Altstetten",9,1,4,"andere Konf.",572
2007,9206,"Bachmatt",92,"Altstetten",9,2,1,"EV-REF",38
2007,9206,"Bachmatt",92,"Altstetten",9,2,2,"RK",535
2007,9206,"Bachmatt",92,"Altstetten",9,2,4,"andere Konf.",670
2007,9207,"Werdhölzli",92,"Altstetten",9,1,1,"EV-REF",173
2007,9207,"Werdhölzli",92,"Altstetten",9,1,2,"RK",152
2007,9207,"Werdhölzli",92,"Altstetten",9,1,4,"andere Konf.",174
2007,9207,"Werdhölzli",92,"Altstetten",9,2,1,"EV-REF",7
2007,9207,"Werdhölzli",92,"Altstetten",9,2,2,"RK",282
2007,9207,"Werdhölzli",92,"Altstetten",9,2,4,"andere Konf.",253
2007,9208,"Hardhof",92,"Altstetten",9,1,1,"EV-REF",35
2007,9208,"Hardhof",92,"Altstetten",9,1,2,"RK",40
2007,9208,"Hardhof",92,"Altstetten",9,1,4,"andere Konf.",18
2007,9208,"Hardhof",92,"Altstetten",9,2,1,"EV-REF",1
2007,9208,"Hardhof",92,"Altstetten",9,2,2,"RK",3
2007,9208,"Hardhof",92,"Altstetten",9,2,4,"andere Konf.",1
2007,9209,"Altstetterplatz",92,"Altstetten",9,1,1,"EV-REF",250
2007,9209,"Altstetterplatz",92,"Altstetten",9,1,2,"RK",342
2007,9209,"Altstetterplatz",92,"Altstetten",9,1,4,"andere Konf.",397
2007,9209,"Altstetterplatz",92,"Altstetten",9,2,1,"EV-REF",35
2007,9209,"Altstetterplatz",92,"Altstetten",9,2,2,"RK",345
2007,9209,"Altstetterplatz",92,"Altstetten",9,2,4,"andere Konf.",313
2007,9210,"Calanda",92,"Altstetten",9,1,1,"EV-REF",228
2007,9210,"Calanda",92,"Altstetten",9,1,2,"RK",291
2007,9210,"Calanda",92,"Altstetten",9,1,4,"andere Konf.",356
2007,9210,"Calanda",92,"Altstetten",9,2,1,"EV-REF",27
2007,9210,"Calanda",92,"Altstetten",9,2,2,"RK",331
2007,9210,"Calanda",92,"Altstetten",9,2,4,"andere Konf.",403
2007,9211,"Zwyssig",92,"Altstetten",9,1,1,"EV-REF",390
2007,9211,"Zwyssig",92,"Altstetten",9,1,2,"RK",317
2007,9211,"Zwyssig",92,"Altstetten",9,1,4,"andere Konf.",344
2007,9211,"Zwyssig",92,"Altstetten",9,2,1,"EV-REF",34
2007,9211,"Zwyssig",92,"Altstetten",9,2,2,"RK",212
2007,9211,"Zwyssig",92,"Altstetten",9,2,4,"andere Konf.",217
2007,9212,"Grimsel",92,"Altstetten",9,1,1,"EV-REF",291
2007,9212,"Grimsel",92,"Altstetten",9,1,2,"RK",328
2007,9212,"Grimsel",92,"Altstetten",9,1,4,"andere Konf.",336
2007,9212,"Grimsel",92,"Altstetten",9,2,1,"EV-REF",30
2007,9212,"Grimsel",92,"Altstetten",9,2,2,"RK",347
2007,9212,"Grimsel",92,"Altstetten",9,2,4,"andere Konf.",364
2007,9213,"Edelweiss",92,"Altstetten",9,1,1,"EV-REF",327
2007,9213,"Edelweiss",92,"Altstetten",9,1,2,"RK",392
2007,9213,"Edelweiss",92,"Altstetten",9,1,4,"andere Konf.",365
2007,9213,"Edelweiss",92,"Altstetten",9,2,1,"EV-REF",21
2007,9213,"Edelweiss",92,"Altstetten",9,2,2,"RK",182
2007,9213,"Edelweiss",92,"Altstetten",9,2,4,"andere Konf.",196
2007,9214,"Letzigrund",92,"Altstetten",9,1,1,"EV-REF",363
2007,9214,"Letzigrund",92,"Altstetten",9,1,2,"RK",385
2007,9214,"Letzigrund",92,"Altstetten",9,1,4,"andere Konf.",519
2007,9214,"Letzigrund",92,"Altstetten",9,2,1,"EV-REF",29
2007,9214,"Letzigrund",92,"Altstetten",9,2,2,"RK",456
2007,9214,"Letzigrund",92,"Altstetten",9,2,4,"andere Konf.",548
2007,9215,"Juchhof",92,"Altstetten",9,1,1,"EV-REF",107
2007,9215,"Juchhof",92,"Altstetten",9,1,2,"RK",128
2007,9215,"Juchhof",92,"Altstetten",9,1,4,"andere Konf.",179
2007,9215,"Juchhof",92,"Altstetten",9,2,1,"EV-REF",23
2007,9215,"Juchhof",92,"Altstetten",9,2,2,"RK",142
2007,9215,"Juchhof",92,"Altstetten",9,2,4,"andere Konf.",297
2007,9216,"Grünaustrasse",92,"Altstetten",9,1,1,"EV-REF",432
2007,9216,"Grünaustrasse",92,"Altstetten",9,1,2,"RK",456
2007,9216,"Grünaustrasse",92,"Altstetten",9,1,4,"andere Konf.",578
2007,9216,"Grünaustrasse",92,"Altstetten",9,2,1,"EV-REF",23
2007,9216,"Grünaustrasse",92,"Altstetten",9,2,2,"RK",426
2007,9216,"Grünaustrasse",92,"Altstetten",9,2,4,"andere Konf.",575
2007,10101,"Riedhof",101,"Höngg",10,1,1,"EV-REF",1156
2007,10101,"Riedhof",101,"Höngg",10,1,2,"RK",755
2007,10101,"Riedhof",101,"Höngg",10,1,4,"andere Konf.",717
2007,10101,"Riedhof",101,"Höngg",10,2,1,"EV-REF",56
2007,10101,"Riedhof",101,"Höngg",10,2,2,"RK",226
2007,10101,"Riedhof",101,"Höngg",10,2,4,"andere Konf.",277
2007,10102,"Hönggerberg",101,"Höngg",10,1,1,"EV-REF",920
2007,10102,"Hönggerberg",101,"Höngg",10,1,2,"RK",651
2007,10102,"Hönggerberg",101,"Höngg",10,1,4,"andere Konf.",540
2007,10102,"Hönggerberg",101,"Höngg",10,2,1,"EV-REF",55
2007,10102,"Hönggerberg",101,"Höngg",10,2,2,"RK",172
2007,10102,"Hönggerberg",101,"Höngg",10,2,4,"andere Konf.",205
2007,10103,"Imbisbühlstrasse",101,"Höngg",10,1,1,"EV-REF",899
2007,10103,"Imbisbühlstrasse",101,"Höngg",10,1,2,"RK",618
2007,10103,"Imbisbühlstrasse",101,"Höngg",10,1,4,"andere Konf.",597
2007,10103,"Imbisbühlstrasse",101,"Höngg",10,2,1,"EV-REF",99
2007,10103,"Imbisbühlstrasse",101,"Höngg",10,2,2,"RK",266
2007,10103,"Imbisbühlstrasse",101,"Höngg",10,2,4,"andere Konf.",347
2007,10104,"Werdinsel",101,"Höngg",10,1,1,"EV-REF",622
2007,10104,"Werdinsel",101,"Höngg",10,1,2,"RK",508
2007,10104,"Werdinsel",101,"Höngg",10,1,4,"andere Konf.",476
2007,10104,"Werdinsel",101,"Höngg",10,2,1,"EV-REF",58
2007,10104,"Werdinsel",101,"Höngg",10,2,2,"RK",167
2007,10104,"Werdinsel",101,"Höngg",10,2,4,"andere Konf.",237
2007,10105,"ETH Hönggerberg",101,"Höngg",10,1,1,"EV-REF",6
2007,10105,"ETH Hönggerberg",101,"Höngg",10,1,2,"RK",6
2007,10105,"ETH Hönggerberg",101,"Höngg",10,2,2,"RK",3
2007,10105,"ETH Hönggerberg",101,"Höngg",10,2,4,"andere Konf.",12
2007,10106,"Bauherrenstrasse",101,"Höngg",10,1,1,"EV-REF",506
2007,10106,"Bauherrenstrasse",101,"Höngg",10,1,2,"RK",313
2007,10106,"Bauherrenstrasse",101,"Höngg",10,1,4,"andere Konf.",354
2007,10106,"Bauherrenstrasse",101,"Höngg",10,2,1,"EV-REF",39
