"StichtagDatJahr","StatZoneSort","StatZoneLang","QuarSort","QuarLang","KreisSort","HerkunftSort","KonOGDSort","KonOGDKurz","AnzBestWir"
1993,1101,"Zähringerstrasse",11,"Rathaus",1,1,1,"EV-REF",157
1993,1101,"Zähringerstrasse",11,"Rathaus",1,1,2,"RK",122
1993,1101,"Zähringerstrasse",11,"Rathaus",1,1,4,"andere Konf.",129
1993,1101,"Zähringerstrasse",11,"Rathaus",1,2,1,"EV-REF",8
1993,1101,"Zähringerstrasse",11,"Rathaus",1,2,2,"RK",73
1993,1101,"Zähringerstrasse",11,"Rathaus",1,2,4,"andere Konf.",95
1993,1102,"Prediger",11,"Rathaus",1,1,1,"EV-REF",333
1993,1102,"Prediger",11,"Rathaus",1,1,2,"RK",208
1993,1102,"Prediger",11,"Rathaus",1,1,4,"andere Konf.",269
1993,1102,"Prediger",11,"Rathaus",1,2,1,"EV-REF",14
1993,1102,"Prediger",11,"Rathaus",1,2,2,"RK",66
1993,1102,"Prediger",11,"Rathaus",1,2,4,"andere Konf.",89
1993,1103,"Grossmünster",11,"Rathaus",1,1,1,"EV-REF",314
1993,1103,"Grossmünster",11,"Rathaus",1,1,2,"RK",176
1993,1103,"Grossmünster",11,"Rathaus",1,1,4,"andere Konf.",209
1993,1103,"Grossmünster",11,"Rathaus",1,2,1,"EV-REF",24
1993,1103,"Grossmünster",11,"Rathaus",1,2,2,"RK",68
1993,1103,"Grossmünster",11,"Rathaus",1,2,4,"andere Konf.",94
1993,1104,"Oberdorf",11,"Rathaus",1,1,1,"EV-REF",260
1993,1104,"Oberdorf",11,"Rathaus",1,1,2,"RK",141
1993,1104,"Oberdorf",11,"Rathaus",1,1,4,"andere Konf.",169
1993,1104,"Oberdorf",11,"Rathaus",1,2,1,"EV-REF",11
1993,1104,"Oberdorf",11,"Rathaus",1,2,2,"RK",45
1993,1104,"Oberdorf",11,"Rathaus",1,2,4,"andere Konf.",59
1993,1201,"Central",12,"Hochschulen",1,1,1,"EV-REF",121
1993,1201,"Central",12,"Hochschulen",1,1,2,"RK",136
1993,1201,"Central",12,"Hochschulen",1,1,4,"andere Konf.",42
1993,1201,"Central",12,"Hochschulen",1,2,1,"EV-REF",15
1993,1201,"Central",12,"Hochschulen",1,2,2,"RK",33
1993,1201,"Central",12,"Hochschulen",1,2,4,"andere Konf.",27
1993,1202,"ETH / Universität",12,"Hochschulen",1,1,1,"EV-REF",28
1993,1202,"ETH / Universität",12,"Hochschulen",1,1,2,"RK",63
1993,1202,"ETH / Universität",12,"Hochschulen",1,1,4,"andere Konf.",21
1993,1202,"ETH / Universität",12,"Hochschulen",1,2,1,"EV-REF",2
1993,1202,"ETH / Universität",12,"Hochschulen",1,2,2,"RK",17
1993,1202,"ETH / Universität",12,"Hochschulen",1,2,4,"andere Konf.",13
1993,1203,"Bellevue",12,"Hochschulen",1,1,1,"EV-REF",103
1993,1203,"Bellevue",12,"Hochschulen",1,1,2,"RK",44
1993,1203,"Bellevue",12,"Hochschulen",1,1,4,"andere Konf.",56
1993,1203,"Bellevue",12,"Hochschulen",1,2,1,"EV-REF",15
1993,1203,"Bellevue",12,"Hochschulen",1,2,2,"RK",26
1993,1203,"Bellevue",12,"Hochschulen",1,2,4,"andere Konf.",46
1993,1301,"Schipfe",13,"Lindenhof",1,1,1,"EV-REF",195
1993,1301,"Schipfe",13,"Lindenhof",1,1,2,"RK",111
1993,1301,"Schipfe",13,"Lindenhof",1,1,4,"andere Konf.",122
1993,1301,"Schipfe",13,"Lindenhof",1,2,1,"EV-REF",14
1993,1301,"Schipfe",13,"Lindenhof",1,2,2,"RK",20
1993,1301,"Schipfe",13,"Lindenhof",1,2,4,"andere Konf.",32
1993,1302,"Münsterhof",13,"Lindenhof",1,1,1,"EV-REF",197
1993,1302,"Münsterhof",13,"Lindenhof",1,1,2,"RK",106
1993,1302,"Münsterhof",13,"Lindenhof",1,1,4,"andere Konf.",101
1993,1302,"Münsterhof",13,"Lindenhof",1,2,1,"EV-REF",6
1993,1302,"Münsterhof",13,"Lindenhof",1,2,2,"RK",56
1993,1302,"Münsterhof",13,"Lindenhof",1,2,4,"andere Konf.",50
1993,1303,"Stadthaus",13,"Lindenhof",1,1,1,"EV-REF",66
1993,1303,"Stadthaus",13,"Lindenhof",1,1,2,"RK",38
1993,1303,"Stadthaus",13,"Lindenhof",1,1,4,"andere Konf.",15
1993,1303,"Stadthaus",13,"Lindenhof",1,2,1,"EV-REF",0
1993,1303,"Stadthaus",13,"Lindenhof",1,2,2,"RK",4
1993,1303,"Stadthaus",13,"Lindenhof",1,2,4,"andere Konf.",3
1993,1401,"Bahnhofplatz",14,"City",1,1,1,"EV-REF",17
1993,1401,"Bahnhofplatz",14,"City",1,1,2,"RK",4
1993,1401,"Bahnhofplatz",14,"City",1,1,4,"andere Konf.",10
1993,1401,"Bahnhofplatz",14,"City",1,2,1,"EV-REF",1
1993,1401,"Bahnhofplatz",14,"City",1,2,2,"RK",11
1993,1401,"Bahnhofplatz",14,"City",1,2,4,"andere Konf.",73
1993,1402,"Sihlporte",14,"City",1,1,1,"EV-REF",57
1993,1402,"Sihlporte",14,"City",1,1,2,"RK",59
1993,1402,"Sihlporte",14,"City",1,1,4,"andere Konf.",43
1993,1402,"Sihlporte",14,"City",1,2,1,"EV-REF",4
1993,1402,"Sihlporte",14,"City",1,2,2,"RK",51
1993,1402,"Sihlporte",14,"City",1,2,4,"andere Konf.",27
1993,1403,"Selnaustrasse",14,"City",1,1,1,"EV-REF",118
1993,1403,"Selnaustrasse",14,"City",1,1,2,"RK",90
1993,1403,"Selnaustrasse",14,"City",1,1,4,"andere Konf.",101
1993,1403,"Selnaustrasse",14,"City",1,2,1,"EV-REF",2
1993,1403,"Selnaustrasse",14,"City",1,2,2,"RK",44
1993,1403,"Selnaustrasse",14,"City",1,2,4,"andere Konf.",46
1993,1404,"Paradeplatz",14,"City",1,1,1,"EV-REF",45
1993,1404,"Paradeplatz",14,"City",1,1,2,"RK",22
1993,1404,"Paradeplatz",14,"City",1,1,4,"andere Konf.",13
1993,1404,"Paradeplatz",14,"City",1,2,1,"EV-REF",4
1993,1404,"Paradeplatz",14,"City",1,2,2,"RK",33
1993,1404,"Paradeplatz",14,"City",1,2,4,"andere Konf.",9
1993,2101,"Bahnhof Wollishofen",21,"Wollishofen",2,1,1,"EV-REF",138
1993,2101,"Bahnhof Wollishofen",21,"Wollishofen",2,1,2,"RK",81
1993,2101,"Bahnhof Wollishofen",21,"Wollishofen",2,1,4,"andere Konf.",54
1993,2101,"Bahnhof Wollishofen",21,"Wollishofen",2,2,1,"EV-REF",6
1993,2101,"Bahnhof Wollishofen",21,"Wollishofen",2,2,2,"RK",102
1993,2101,"Bahnhof Wollishofen",21,"Wollishofen",2,2,4,"andere Konf.",55
1993,2102,"Bellariastrasse",21,"Wollishofen",2,1,1,"EV-REF",880
1993,2102,"Bellariastrasse",21,"Wollishofen",2,1,2,"RK",642
1993,2102,"Bellariastrasse",21,"Wollishofen",2,1,4,"andere Konf.",576
1993,2102,"Bellariastrasse",21,"Wollishofen",2,2,1,"EV-REF",48
1993,2102,"Bellariastrasse",21,"Wollishofen",2,2,2,"RK",233
1993,2102,"Bellariastrasse",21,"Wollishofen",2,2,4,"andere Konf.",187
1993,2103,"Muggenbühl",21,"Wollishofen",2,1,1,"EV-REF",724
1993,2103,"Muggenbühl",21,"Wollishofen",2,1,2,"RK",471
1993,2103,"Muggenbühl",21,"Wollishofen",2,1,4,"andere Konf.",310
1993,2103,"Muggenbühl",21,"Wollishofen",2,2,1,"EV-REF",24
1993,2103,"Muggenbühl",21,"Wollishofen",2,2,2,"RK",189
1993,2103,"Muggenbühl",21,"Wollishofen",2,2,4,"andere Konf.",132
1993,2104,"Morgental",21,"Wollishofen",2,1,1,"EV-REF",478
1993,2104,"Morgental",21,"Wollishofen",2,1,2,"RK",276
1993,2104,"Morgental",21,"Wollishofen",2,1,4,"andere Konf.",183
1993,2104,"Morgental",21,"Wollishofen",2,2,1,"EV-REF",6
1993,2104,"Morgental",21,"Wollishofen",2,2,2,"RK",151
1993,2104,"Morgental",21,"Wollishofen",2,2,4,"andere Konf.",148
1993,2105,"Manegg",21,"Wollishofen",2,1,1,"EV-REF",15
1993,2105,"Manegg",21,"Wollishofen",2,1,2,"RK",12
1993,2105,"Manegg",21,"Wollishofen",2,1,4,"andere Konf.",6
1993,2105,"Manegg",21,"Wollishofen",2,2,1,"EV-REF",1
1993,2105,"Manegg",21,"Wollishofen",2,2,2,"RK",6
1993,2105,"Manegg",21,"Wollishofen",2,2,4,"andere Konf.",23
1993,2106,"Waschanstalt",21,"Wollishofen",2,1,1,"EV-REF",36
1993,2106,"Waschanstalt",21,"Wollishofen",2,1,2,"RK",20
1993,2106,"Waschanstalt",21,"Wollishofen",2,1,4,"andere Konf.",23
1993,2106,"Waschanstalt",21,"Wollishofen",2,2,1,"EV-REF",2
1993,2106,"Waschanstalt",21,"Wollishofen",2,2,2,"RK",6
1993,2106,"Waschanstalt",21,"Wollishofen",2,2,4,"andere Konf.",4
1993,2107,"Auf der Egg",21,"Wollishofen",2,1,1,"EV-REF",565
1993,2107,"Auf der Egg",21,"Wollishofen",2,1,2,"RK",443
1993,2107,"Auf der Egg",21,"Wollishofen",2,1,4,"andere Konf.",244
1993,2107,"Auf der Egg",21,"Wollishofen",2,2,1,"EV-REF",17
1993,2107,"Auf der Egg",21,"Wollishofen",2,2,2,"RK",124
1993,2107,"Auf der Egg",21,"Wollishofen",2,2,4,"andere Konf.",181
1993,2108,"Kalchbühl",21,"Wollishofen",2,1,1,"EV-REF",1099
1993,2108,"Kalchbühl",21,"Wollishofen",2,1,2,"RK",635
1993,2108,"Kalchbühl",21,"Wollishofen",2,1,4,"andere Konf.",466
1993,2108,"Kalchbühl",21,"Wollishofen",2,2,1,"EV-REF",39
1993,2108,"Kalchbühl",21,"Wollishofen",2,2,2,"RK",222
1993,2108,"Kalchbühl",21,"Wollishofen",2,2,4,"andere Konf.",201
1993,2109,"Entlisberg",21,"Wollishofen",2,1,1,"EV-REF",1506
1993,2109,"Entlisberg",21,"Wollishofen",2,1,2,"RK",887
1993,2109,"Entlisberg",21,"Wollishofen",2,1,4,"andere Konf.",587
1993,2109,"Entlisberg",21,"Wollishofen",2,2,1,"EV-REF",40
1993,2109,"Entlisberg",21,"Wollishofen",2,2,2,"RK",404
1993,2109,"Entlisberg",21,"Wollishofen",2,2,4,"andere Konf.",288
1993,2110,"Verenastrasse",21,"Wollishofen",2,1,1,"EV-REF",456
1993,2110,"Verenastrasse",21,"Wollishofen",2,1,2,"RK",281
1993,2110,"Verenastrasse",21,"Wollishofen",2,1,4,"andere Konf.",205
1993,2110,"Verenastrasse",21,"Wollishofen",2,2,1,"EV-REF",8
1993,2110,"Verenastrasse",21,"Wollishofen",2,2,2,"RK",47
1993,2110,"Verenastrasse",21,"Wollishofen",2,2,4,"andere Konf.",58
1993,2111,"Seeblickstrasse",21,"Wollishofen",2,1,1,"EV-REF",287
1993,2111,"Seeblickstrasse",21,"Wollishofen",2,1,2,"RK",167
1993,2111,"Seeblickstrasse",21,"Wollishofen",2,1,4,"andere Konf.",103
1993,2111,"Seeblickstrasse",21,"Wollishofen",2,2,1,"EV-REF",10
1993,2111,"Seeblickstrasse",21,"Wollishofen",2,2,2,"RK",64
1993,2111,"Seeblickstrasse",21,"Wollishofen",2,2,4,"andere Konf.",45
1993,2301,"Höckler",23,"Leimbach",2,1,1,"EV-REF",528
1993,2301,"Höckler",23,"Leimbach",2,1,2,"RK",404
1993,2301,"Höckler",23,"Leimbach",2,1,4,"andere Konf.",217
1993,2301,"Höckler",23,"Leimbach",2,2,1,"EV-REF",14
1993,2301,"Höckler",23,"Leimbach",2,2,2,"RK",115
1993,2301,"Höckler",23,"Leimbach",2,2,4,"andere Konf.",90
1993,2302,"Marbachweg",23,"Leimbach",2,1,1,"EV-REF",692
1993,2302,"Marbachweg",23,"Leimbach",2,1,2,"RK",320
1993,2302,"Marbachweg",23,"Leimbach",2,1,4,"andere Konf.",175
1993,2302,"Marbachweg",23,"Leimbach",2,2,1,"EV-REF",5
1993,2302,"Marbachweg",23,"Leimbach",2,2,2,"RK",66
1993,2302,"Marbachweg",23,"Leimbach",2,2,4,"andere Konf.",78
1993,2303,"Sihlweidstrasse",23,"Leimbach",2,1,1,"EV-REF",706
1993,2303,"Sihlweidstrasse",23,"Leimbach",2,1,2,"RK",516
1993,2303,"Sihlweidstrasse",23,"Leimbach",2,1,4,"andere Konf.",293
1993,2303,"Sihlweidstrasse",23,"Leimbach",2,2,1,"EV-REF",38
1993,2303,"Sihlweidstrasse",23,"Leimbach",2,2,2,"RK",166
1993,2303,"Sihlweidstrasse",23,"Leimbach",2,2,4,"andere Konf.",132
1993,2401,"Parkring",24,"Enge",2,1,1,"EV-REF",254
1993,2401,"Parkring",24,"Enge",2,1,2,"RK",187
1993,2401,"Parkring",24,"Enge",2,1,4,"andere Konf.",216
1993,2401,"Parkring",24,"Enge",2,2,1,"EV-REF",10
1993,2401,"Parkring",24,"Enge",2,2,2,"RK",53
1993,2401,"Parkring",24,"Enge",2,2,4,"andere Konf.",92
1993,2402,"Kongresshaus",24,"Enge",2,1,1,"EV-REF",213
1993,2402,"Kongresshaus",24,"Enge",2,1,2,"RK",155
1993,2402,"Kongresshaus",24,"Enge",2,1,4,"andere Konf.",256
1993,2402,"Kongresshaus",24,"Enge",2,2,1,"EV-REF",14
1993,2402,"Kongresshaus",24,"Enge",2,2,2,"RK",69
1993,2402,"Kongresshaus",24,"Enge",2,2,4,"andere Konf.",84
1993,2403,"Belvoir-Park",24,"Enge",2,1,1,"EV-REF",343
1993,2403,"Belvoir-Park",24,"Enge",2,1,2,"RK",240
1993,2403,"Belvoir-Park",24,"Enge",2,1,4,"andere Konf.",290
1993,2403,"Belvoir-Park",24,"Enge",2,2,1,"EV-REF",29
1993,2403,"Belvoir-Park",24,"Enge",2,2,2,"RK",87
1993,2403,"Belvoir-Park",24,"Enge",2,2,4,"andere Konf.",124
1993,2404,"Museum Rietberg",24,"Enge",2,1,1,"EV-REF",1031
1993,2404,"Museum Rietberg",24,"Enge",2,1,2,"RK",636
1993,2404,"Museum Rietberg",24,"Enge",2,1,4,"andere Konf.",689
1993,2404,"Museum Rietberg",24,"Enge",2,2,1,"EV-REF",40
1993,2404,"Museum Rietberg",24,"Enge",2,2,2,"RK",169
1993,2404,"Museum Rietberg",24,"Enge",2,2,4,"andere Konf.",238
1993,2405,"Rieterplatz",24,"Enge",2,1,1,"EV-REF",641
1993,2405,"Rieterplatz",24,"Enge",2,1,2,"RK",494
1993,2405,"Rieterplatz",24,"Enge",2,1,4,"andere Konf.",482
1993,2405,"Rieterplatz",24,"Enge",2,2,1,"EV-REF",35
1993,2405,"Rieterplatz",24,"Enge",2,2,2,"RK",337
1993,2405,"Rieterplatz",24,"Enge",2,2,4,"andere Konf.",321
1993,2406,"Gartenstrasse",24,"Enge",2,1,1,"EV-REF",74
1993,2406,"Gartenstrasse",24,"Enge",2,1,2,"RK",55
1993,2406,"Gartenstrasse",24,"Enge",2,1,4,"andere Konf.",102
1993,2406,"Gartenstrasse",24,"Enge",2,2,1,"EV-REF",4
1993,2406,"Gartenstrasse",24,"Enge",2,2,2,"RK",37
1993,2406,"Gartenstrasse",24,"Enge",2,2,4,"andere Konf.",24
1993,3101,"Höfliweg",31,"Alt-Wiedikon",3,1,1,"EV-REF",1519
1993,3101,"Höfliweg",31,"Alt-Wiedikon",3,1,2,"RK",1110
1993,3101,"Höfliweg",31,"Alt-Wiedikon",3,1,4,"andere Konf.",669
1993,3101,"Höfliweg",31,"Alt-Wiedikon",3,2,1,"EV-REF",58
1993,3101,"Höfliweg",31,"Alt-Wiedikon",3,2,2,"RK",426
1993,3101,"Höfliweg",31,"Alt-Wiedikon",3,2,4,"andere Konf.",278
1993,3102,"Goldbrunnenplatz",31,"Alt-Wiedikon",3,1,1,"EV-REF",580
1993,3102,"Goldbrunnenplatz",31,"Alt-Wiedikon",3,1,2,"RK",480
1993,3102,"Goldbrunnenplatz",31,"Alt-Wiedikon",3,1,4,"andere Konf.",347
1993,3102,"Goldbrunnenplatz",31,"Alt-Wiedikon",3,2,1,"EV-REF",26
1993,3102,"Goldbrunnenplatz",31,"Alt-Wiedikon",3,2,2,"RK",400
1993,3102,"Goldbrunnenplatz",31,"Alt-Wiedikon",3,2,4,"andere Konf.",424
1993,3103,"Gotthelfstrasse",31,"Alt-Wiedikon",3,1,1,"EV-REF",508
1993,3103,"Gotthelfstrasse",31,"Alt-Wiedikon",3,1,2,"RK",418
1993,3103,"Gotthelfstrasse",31,"Alt-Wiedikon",3,1,4,"andere Konf.",331
1993,3103,"Gotthelfstrasse",31,"Alt-Wiedikon",3,2,1,"EV-REF",32
1993,3103,"Gotthelfstrasse",31,"Alt-Wiedikon",3,2,2,"RK",343
1993,3103,"Gotthelfstrasse",31,"Alt-Wiedikon",3,2,4,"andere Konf.",385
1993,3104,"Manesseplatz",31,"Alt-Wiedikon",3,1,1,"EV-REF",801
1993,3104,"Manesseplatz",31,"Alt-Wiedikon",3,1,2,"RK",647
1993,3104,"Manesseplatz",31,"Alt-Wiedikon",3,1,4,"andere Konf.",556
1993,3104,"Manesseplatz",31,"Alt-Wiedikon",3,2,1,"EV-REF",42
1993,3104,"Manesseplatz",31,"Alt-Wiedikon",3,2,2,"RK",600
1993,3104,"Manesseplatz",31,"Alt-Wiedikon",3,2,4,"andere Konf.",538
1993,3105,"Binz",31,"Alt-Wiedikon",3,1,1,"EV-REF",402
1993,3105,"Binz",31,"Alt-Wiedikon",3,1,2,"RK",274
1993,3105,"Binz",31,"Alt-Wiedikon",3,1,4,"andere Konf.",214
1993,3105,"Binz",31,"Alt-Wiedikon",3,2,1,"EV-REF",16
1993,3105,"Binz",31,"Alt-Wiedikon",3,2,2,"RK",259
1993,3105,"Binz",31,"Alt-Wiedikon",3,2,4,"andere Konf.",197
1993,3106,"Saalsporthalle",31,"Alt-Wiedikon",3,1,1,"EV-REF",522
1993,3106,"Saalsporthalle",31,"Alt-Wiedikon",3,1,2,"RK",366
1993,3106,"Saalsporthalle",31,"Alt-Wiedikon",3,1,4,"andere Konf.",237
1993,3106,"Saalsporthalle",31,"Alt-Wiedikon",3,2,1,"EV-REF",22
1993,3106,"Saalsporthalle",31,"Alt-Wiedikon",3,2,2,"RK",320
1993,3106,"Saalsporthalle",31,"Alt-Wiedikon",3,2,4,"andere Konf.",290
1993,3301,"Heuried",33,"Friesenberg",3,1,1,"EV-REF",512
1993,3301,"Heuried",33,"Friesenberg",3,1,2,"RK",324
1993,3301,"Heuried",33,"Friesenberg",3,1,4,"andere Konf.",146
1993,3301,"Heuried",33,"Friesenberg",3,2,1,"EV-REF",15
1993,3301,"Heuried",33,"Friesenberg",3,2,2,"RK",97
1993,3301,"Heuried",33,"Friesenberg",3,2,4,"andere Konf.",88
1993,3302,"Gehrenholz",33,"Friesenberg",3,1,1,"EV-REF",883
1993,3302,"Gehrenholz",33,"Friesenberg",3,1,2,"RK",599
1993,3302,"Gehrenholz",33,"Friesenberg",3,1,4,"andere Konf.",414
1993,3302,"Gehrenholz",33,"Friesenberg",3,2,1,"EV-REF",20
1993,3302,"Gehrenholz",33,"Friesenberg",3,2,2,"RK",257
1993,3302,"Gehrenholz",33,"Friesenberg",3,2,4,"andere Konf.",215
1993,3303,"Uetliberg",33,"Friesenberg",3,1,1,"EV-REF",802
1993,3303,"Uetliberg",33,"Friesenberg",3,1,2,"RK",521
1993,3303,"Uetliberg",33,"Friesenberg",3,1,4,"andere Konf.",263
1993,3303,"Uetliberg",33,"Friesenberg",3,2,1,"EV-REF",13
1993,3303,"Uetliberg",33,"Friesenberg",3,2,2,"RK",76
1993,3303,"Uetliberg",33,"Friesenberg",3,2,4,"andere Konf.",102
1993,3304,"Strassenverkehrsamt",33,"Friesenberg",3,1,1,"EV-REF",642
1993,3304,"Strassenverkehrsamt",33,"Friesenberg",3,1,2,"RK",386
1993,3304,"Strassenverkehrsamt",33,"Friesenberg",3,1,4,"andere Konf.",179
1993,3304,"Strassenverkehrsamt",33,"Friesenberg",3,2,1,"EV-REF",11
1993,3304,"Strassenverkehrsamt",33,"Friesenberg",3,2,2,"RK",70
1993,3304,"Strassenverkehrsamt",33,"Friesenberg",3,2,4,"andere Konf.",70
1993,3305,"Albisgüetli",33,"Friesenberg",3,1,1,"EV-REF",704
1993,3305,"Albisgüetli",33,"Friesenberg",3,1,2,"RK",414
1993,3305,"Albisgüetli",33,"Friesenberg",3,1,4,"andere Konf.",212
1993,3305,"Albisgüetli",33,"Friesenberg",3,2,1,"EV-REF",8
1993,3305,"Albisgüetli",33,"Friesenberg",3,2,2,"RK",88
1993,3305,"Albisgüetli",33,"Friesenberg",3,2,4,"andere Konf.",73
1993,3306,"Triemli",33,"Friesenberg",3,1,1,"EV-REF",681
1993,3306,"Triemli",33,"Friesenberg",3,1,2,"RK",454
1993,3306,"Triemli",33,"Friesenberg",3,1,4,"andere Konf.",197
1993,3306,"Triemli",33,"Friesenberg",3,2,1,"EV-REF",26
1993,3306,"Triemli",33,"Friesenberg",3,2,2,"RK",313
1993,3306,"Triemli",33,"Friesenberg",3,2,4,"andere Konf.",292
1993,3401,"Schaufelbergerstrasse",34,"Sihlfeld",3,1,1,"EV-REF",1170
1993,3401,"Schaufelbergerstrasse",34,"Sihlfeld",3,1,2,"RK",832
1993,3401,"Schaufelbergerstrasse",34,"Sihlfeld",3,1,4,"andere Konf.",508
1993,3401,"Schaufelbergerstrasse",34,"Sihlfeld",3,2,1,"EV-REF",39
1993,3401,"Schaufelbergerstrasse",34,"Sihlfeld",3,2,2,"RK",434
1993,3401,"Schaufelbergerstrasse",34,"Sihlfeld",3,2,4,"andere Konf.",233
1993,3402,"Friedhof Sihlfeld",34,"Sihlfeld",3,1,1,"EV-REF",546
1993,3402,"Friedhof Sihlfeld",34,"Sihlfeld",3,1,2,"RK",466
1993,3402,"Friedhof Sihlfeld",34,"Sihlfeld",3,1,4,"andere Konf.",239
1993,3402,"Friedhof Sihlfeld",34,"Sihlfeld",3,2,1,"EV-REF",7
1993,3402,"Friedhof Sihlfeld",34,"Sihlfeld",3,2,2,"RK",185
1993,3402,"Friedhof Sihlfeld",34,"Sihlfeld",3,2,4,"andere Konf.",123
1993,3403,"Brahmsstrasse",34,"Sihlfeld",3,1,1,"EV-REF",843
1993,3403,"Brahmsstrasse",34,"Sihlfeld",3,1,2,"RK",694
1993,3403,"Brahmsstrasse",34,"Sihlfeld",3,1,4,"andere Konf.",416
1993,3403,"Brahmsstrasse",34,"Sihlfeld",3,2,1,"EV-REF",40
1993,3403,"Brahmsstrasse",34,"Sihlfeld",3,2,2,"RK",513
1993,3403,"Brahmsstrasse",34,"Sihlfeld",3,2,4,"andere Konf.",347
1993,3404,"Fritschistrasse",34,"Sihlfeld",3,1,1,"EV-REF",609
1993,3404,"Fritschistrasse",34,"Sihlfeld",3,1,2,"RK",561
1993,3404,"Fritschistrasse",34,"Sihlfeld",3,1,4,"andere Konf.",497
1993,3404,"Fritschistrasse",34,"Sihlfeld",3,2,1,"EV-REF",36
1993,3404,"Fritschistrasse",34,"Sihlfeld",3,2,2,"RK",645
1993,3404,"Fritschistrasse",34,"Sihlfeld",3,2,4,"andere Konf.",612
1993,3405,"Idaplatz",34,"Sihlfeld",3,1,1,"EV-REF",788
1993,3405,"Idaplatz",34,"Sihlfeld",3,1,2,"RK",677
1993,3405,"Idaplatz",34,"Sihlfeld",3,1,4,"andere Konf.",534
1993,3405,"Idaplatz",34,"Sihlfeld",3,2,1,"EV-REF",70
1993,3405,"Idaplatz",34,"Sihlfeld",3,2,2,"RK",975
1993,3405,"Idaplatz",34,"Sihlfeld",3,2,4,"andere Konf.",991
1993,3406,"Zwinglihaus",34,"Sihlfeld",3,1,1,"EV-REF",916
1993,3406,"Zwinglihaus",34,"Sihlfeld",3,1,2,"RK",922
1993,3406,"Zwinglihaus",34,"Sihlfeld",3,1,4,"andere Konf.",540
1993,3406,"Zwinglihaus",34,"Sihlfeld",3,2,1,"EV-REF",45
1993,3406,"Zwinglihaus",34,"Sihlfeld",3,2,2,"RK",693
1993,3406,"Zwinglihaus",34,"Sihlfeld",3,2,4,"andere Konf.",472
1993,3407,"Bahnhof Wiedikon",34,"Sihlfeld",3,1,1,"EV-REF",418
1993,3407,"Bahnhof Wiedikon",34,"Sihlfeld",3,1,2,"RK",354
1993,3407,"Bahnhof Wiedikon",34,"Sihlfeld",3,1,4,"andere Konf.",302
1993,3407,"Bahnhof Wiedikon",34,"Sihlfeld",3,2,1,"EV-REF",26
1993,3407,"Bahnhof Wiedikon",34,"Sihlfeld",3,2,2,"RK",434
1993,3407,"Bahnhof Wiedikon",34,"Sihlfeld",3,2,4,"andere Konf.",322
1993,3408,"Sihlhölzli",34,"Sihlfeld",3,1,1,"EV-REF",269
1993,3408,"Sihlhölzli",34,"Sihlfeld",3,1,2,"RK",247
1993,3408,"Sihlhölzli",34,"Sihlfeld",3,1,4,"andere Konf.",356
1993,3408,"Sihlhölzli",34,"Sihlfeld",3,2,1,"EV-REF",12
1993,3408,"Sihlhölzli",34,"Sihlfeld",3,2,2,"RK",332
1993,3408,"Sihlhölzli",34,"Sihlfeld",3,2,4,"andere Konf.",246
1993,4101,"Kalkbreite",41,"Werd",4,1,1,"EV-REF",342
1993,4101,"Kalkbreite",41,"Werd",4,1,2,"RK",333
1993,4101,"Kalkbreite",41,"Werd",4,1,4,"andere Konf.",298
1993,4101,"Kalkbreite",41,"Werd",4,2,1,"EV-REF",27
1993,4101,"Kalkbreite",41,"Werd",4,2,2,"RK",290
1993,4101,"Kalkbreite",41,"Werd",4,2,4,"andere Konf.",455
1993,4102,"Werdplatz",41,"Werd",4,1,1,"EV-REF",156
1993,4102,"Werdplatz",41,"Werd",4,1,2,"RK",250
1993,4102,"Werdplatz",41,"Werd",4,1,4,"andere Konf.",149
1993,4102,"Werdplatz",41,"Werd",4,2,1,"EV-REF",13
1993,4102,"Werdplatz",41,"Werd",4,2,2,"RK",183
1993,4102,"Werdplatz",41,"Werd",4,2,4,"andere Konf.",137
1993,4103,"Schöntalstrasse",41,"Werd",4,1,1,"EV-REF",311
1993,4103,"Schöntalstrasse",41,"Werd",4,1,2,"RK",229
1993,4103,"Schöntalstrasse",41,"Werd",4,1,4,"andere Konf.",322
1993,4103,"Schöntalstrasse",41,"Werd",4,2,1,"EV-REF",18
1993,4103,"Schöntalstrasse",41,"Werd",4,2,2,"RK",250
1993,4103,"Schöntalstrasse",41,"Werd",4,2,4,"andere Konf.",285
1993,4201,"Schöneggplatz",42,"Langstrasse",4,1,1,"EV-REF",364
1993,4201,"Schöneggplatz",42,"Langstrasse",4,1,2,"RK",353
1993,4201,"Schöneggplatz",42,"Langstrasse",4,1,4,"andere Konf.",318
1993,4201,"Schöneggplatz",42,"Langstrasse",4,2,1,"EV-REF",20
1993,4201,"Schöneggplatz",42,"Langstrasse",4,2,2,"RK",634
1993,4201,"Schöneggplatz",42,"Langstrasse",4,2,4,"andere Konf.",598
1993,4202,"Bäckeranlage",42,"Langstrasse",4,1,1,"EV-REF",274
1993,4202,"Bäckeranlage",42,"Langstrasse",4,1,2,"RK",250
1993,4202,"Bäckeranlage",42,"Langstrasse",4,1,4,"andere Konf.",255
1993,4202,"Bäckeranlage",42,"Langstrasse",4,2,1,"EV-REF",16
1993,4202,"Bäckeranlage",42,"Langstrasse",4,2,2,"RK",343
1993,4202,"Bäckeranlage",42,"Langstrasse",4,2,4,"andere Konf.",269
1993,4203,"Wengi",42,"Langstrasse",4,1,1,"EV-REF",646
